ID1,ID2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,Eref,CMD,MAR,RH
Oklahoma,Choctaw,33.991765,-95.261246,.,20.8,33.5,8.7,24.8,1222,571,25.2,58.6,22,5857,1111,2144,299,70,317,247,1,-16.9,48.1,1584,497,15.9,57
Oklahoma,Cimarron,36.810199,-102.67852,.,16.5,30.4,4.4,26,399,282,66.3,107.9,75,4487,1955,1430,246,105,298,193,1,-25.3,48.2,1508,1110,17.8,47
Oklahoma,Cleveland,35.234788,-97.396919,.,20,34.3,6.7,27.7,864,460,34.7,74.7,39,5621,1391,2129,292,72,315,243,1,-19,50.4,1516,652,16.3,58
Oklahoma,Coal,34.506279,-96.097,.,20.4,34.1,7.4,26.7,1046,501,29,68,30,5735,1247,2129,297,68,317,249,1,-17.5,48.8,1518,528,16,59
Oklahoma,Comanche,34.701031,-98.534851,.,20.1,34.8,7,27.8,699,399,43.1,87.2,36,5668,1366,2158,292,75,314,238,1,-19.2,51.7,1572,872,16.6,56
Oklahoma,Cotton,34.202819,-98.470482,.,21.2,35.7,8.2,27.5,711,388,43.9,92,26,6028,1175,2356,302,68,319,251,1,-16.9,52.4,1619,910,16.8,56
Oklahoma,Creek,36.006328,-96.41069,.,19.3,33.5,5.7,27.8,926,486,31.6,68.9,48,5405,1505,2003,286,74,313,239,2,-20.2,49.1,1444,535,15.9,59
Oklahoma,Custer,35.5471,-98.928154,.,19.7,34.6,6.3,28.3,687,413,43.3,83.6,44,5552,1480,2136,285,79,313,234,1,-19.7,52.2,1549,862,16.8,55
Oklahoma,Delaware,36.521984,-94.80867,.,18.7,32.3,5.5,26.8,1158,556,24.8,58.1,54,5200,1585,1860,276,80,311,231,2,-21,48.1,1433,434,15.2,58
Oklahoma,Dewey,35.996896,-99.134445,.,18.7,33.7,5.1,28.6,633,372,45.3,90.6,61,5220,1682,1951,267,88,306,219,2,-22,51.6,1500,867,17.1,55
Oklahoma,Garfield,36.333242,-97.976143,.,19.3,34.4,5.4,29,766,441,38.2,78.1,57,5418,1601,2084,279,78,312,234,2,-20.5,51.4,1477,711,16.2,57
Oklahoma,Garvin,34.776991,-97.130547,.,20.5,34.6,7.6,27,890,455,34.2,75.9,31,5773,1270,2184,297,70,316,246,1,-17.8,50.4,1554,666,16.4,57
Oklahoma,Grady,35.012309,-97.834145,.,20.2,34.5,6.9,27.6,785,420,38.5,82,36,5701,1351,2175,293,72,315,243,1,-18.9,51.1,1545,760,16.4,57
Oklahoma,Grant,36.810957,-97.97319,.,18.9,34.3,4.6,29.7,739,422,39.1,81.3,69,5321,1708,2053,271,81,309,228,3,-21.6,51.7,1465,726,16,57
Oklahoma,Greer,34.921916,-99.315857,.,20.4,35,7.1,28,614,367,49.4,95.3,36,5746,1359,2231,293,76,315,240,1,-18.8,52.6,1592,978,17.2,55
Oklahoma,Harmon,34.725104,-99.870872,.,20.8,35.4,7.7,27.7,552,340,55.8,104,31,5888,1286,2312,294,77,315,238,1,-18.6,53.4,1667,1115,17.5,53
Oklahoma,Harper,36.81867,-99.762642,.,18.6,33.6,4.8,28.8,624,382,45.9,87.9,66,5226,1723,1982,259,92,305,213,2,-23.1,52.1,1524,900,16.8,52
Oklahoma,Jackson,34.586671,-99.440407,.,21.1,35.6,8,27.6,608,369,51.1,96.5,28,5980,1226,2350,299,72,318,246,1,-17.7,53.2,1650,1042,17.3,54
